State	X2020.12.12	X2020.12.13	X2020.12.14	X2020.12.15	X2020.12.16	X2020.12.17	X2020.12.18	X2020.12.19	X2020.12.20	X2020.12.21	X2020.12.22	X2020.12.23	X2020.12.24	X2020.12.25	X2020.12.26	X2020.12.27	X2020.12.28	X2020.12.29	X2020.12.30	X2020.12.31	X2021.01.01	X2021.01.02	X2021.01.03	X2021.01.04	X2021.01.05	X2021.01.06	X2021.01.07	X2021.01.08	X2021.01.09	X2021.01.10	X2021.01.11	X2021.01.12	X2021.01.13	X2021.01.14	X2021.01.15	X2021.01.16	X2021.01.17	X2021.01.18	X2021.01.19	X2021.01.20	X2021.01.21	X2021.01.22	X2021.01.23	X2021.01.24	X2021.01.25	X2021.01.26	X2021.01.27	X2021.01.28	X2021.01.29	X2021.01.30	X2021.01.31	X2021.02.01	X2021.02.02	X2021.02.03	X2021.02.04	X2021.02.05	X2021.02.06	X2021.02.07	X2021.02.08	X2021.02.09	X2021.02.10	X2021.02.11	X2021.02.12	X2021.02.13	X2021.02.14	X2021.02.15	X2021.02.16	X2021.02.17	X2021.02.18	X2021.02.19	X2021.02.20	X2021.02.21	X2021.02.22	X2021.02.23	X2021.02.24	X2021.02.25	X2021.02.26	X2021.02.27	X2021.02.28	X2021.03.01	X2021.03.02	X2021.03.03	X2021.03.04	X2021.03.05	X2021.03.06	X2021.03.07	X2021.03.08	X2021.03.09	X2021.03.10	X2021.03.11	X2021.03.12	X2021.03.13	X2021.03.14	X2021.03.15	X2021.03.16	X2021.03.17	X2021.03.18	X2021.03.19	X2021.03.20	X2021.03.21	X2021.03.22	X2021.03.23	X2021.03.24	X2021.03.25	X2021.03.26	X2021.03.27	X2021.03.28	X2021.03.29	X2021.03.30	X2021.03.31	X2021.04.01	X2021.04.02	X2021.04.03	X2021.04.04	X2021.04.05	X2021.04.06	X2021.04.07	X2021.04.08	X2021.04.09	X2021.04.10	X2021.04.11	X2021.04.12	X2021.04.13	X2021.04.14	X2021.04.15	X2021.04.16	X2021.04.17	X2021.04.18	X2021.04.19	X2021.04.20	X2021.04.21	X2021.04.22	X2021.04.23	X2021.04.24	X2021.04.25	X2021.04.26	X2021.04.27	X2021.04.28	X2021.04.29	X2021.04.30	X2021.05.01	X2021.05.02	X2021.05.03	X2021.05.04	X2021.05.05	X2021.05.06	X2021.05.07	X2021.05.08	X2021.05.09	X2021.05.10
Pennsylvania	12384	12588	12793	12996	13202	13407	13615	13821	14025	14232	14438	14644	14850	15058	15264	15469.5	15677	15883	16093.5	16300	16509	16713	16919.5	17126	17337.5	17545	17752	17960	18166.5	18374	18582	18791	18993.5	19204	19407.5	19619	19824	20029.5	20245	20452	20658.5	20867.5	21079	21284.5	21490.5	21702	21913	22116.5	22325.5	22534.5	22743	22954.5	23155	23367.5	23574.5	23786.5	23991	24192	24398	24604.5	24809.5	25011	25221	25423.5	25639.5	25839.5	26044	26261	26462	26668	26872	27082	27285.5	27491	27695	27902.5	28103.5	28317.5	28522.5	28724.5	28928	29133	29330	29548	29746.5	29946.5	30148	30359.5	30566	30770	30971.5	31173.5	31374	31579	31780	31991	32202	32404	32607.5	32809.5	33018.5	33224	33436.5	33635	33839	34045.5	34262	34464.5	34662.5	34875	35067.5	35284.5	35489.5	35703	35900.5	36105.5	36301.5	36513	36724	36928.5	37139	37343	37543	37752	37959	38168.5	38378.5	38581.5	38781	38979	39187	39393.5	39591.5	39797.5	39997.5	40216	40420.5	40625	40825.5	41024	41227.5	41440	41643	41857.5	42054	42259.5	42457.5	42657	42853	43056
RhodeIsland	1522	1534	1547	1559	1571	1584	1596	1608	1620	1632	1644	1656	1667	1679	1691	1703	1715	1727	1737.5	1747.5	1759.5	1771.5	1781.5	1791.5	1801.5	1812.5	1822.5	1832.5	1842.5	1852.5	1862.5	1873.5	1883.5	1894	1903.5	1913.5	1923.5	1932.5	1942.5	1952.5	1962.5	1972.5	1981.5	1991.5	2001.5	2010.5	2020.5	2031.5	2040.5	2049.5	2059	2068.5	2078.5	2087.5	2096.5	2106.5	2116.5	2125.5	2135.5	2143.5	2153.5	2163.5	2173.5	2181.5	2190.5	2199.5	2209.5	2219.5	2228.5	2238.5	2247.5	2257.5	2266.5	2275.5	2285.5	2294	2303	2313	2321	2330	2339	2348	2357	2365.5	2375	2384	2393	2402	2411	2420	2430	2439	2448.5	2458	2466	2475.5	2484	2493	2501	2510	2519	2528	2538	2546	2556.5	2566	2575	2585	2594	2601	2611	2620	2629	2638	2647	2656	2665	2674	2682	2691	2702	2711	2720	2729.5	2739	2747.5	2756	2764	2773	2783	2791	2799.5	2809	2818	2826	2836	2844	2853	2862	2870.5	2879	2887	2897	2905	2914	2924	2932	2940	2949	2958
SouthCarolina	4701	4730	4758	4787	4815	4843	4870	4898	4926	4954	4981	5008	5035	5062	5089	5115	5142	5169	5196	5222	5248	5274	5299	5325	5352	5378	5404	5429	5454	5480	5505	5530	5556.5	5583	5607	5633	5659	5682	5707	5734	5759	5783	5807.5	5831.5	5859	5883.5	5909	5936	5959	5985	6009.5	6034	6059	6084	6108	6133	6156	6181	6206	6232.5	6255	6279.5	6303.5	6327	6352	6374.5	6400	6423.5	6449.5	6472	6497	6520	6545	6568.5	6593.5	6615	6640	6663	6688	6712.5	6737	6760.5	6783	6808	6833.5	6856	6880	6905.5	6929	6956	6979	7001.5	7026	7050.5	7073.5	7099.5	7122	7146	7170	7196.5	7218	7240.5	7264.5	7291	7316	7341	7366	7389.5	7414	7438	7461	7484.5	7508	7532	7555	7581	7606.5	7628.5	7655.5	7677	7699	7726	7751	7772	7792	7819	7842	7868.5	7892	7917	7940	7964	7990	8014	8036.5	8061	8085	8107	8130.5	8153	8176	8200	8223	8247	8271	8292.5	8316	8342	8366.5	8388
SouthDakota	1236	1262	1289	1315	1342	1369	1396	1422	1449	1476	1503	1530	1556	1583	1610	1636	1663	1690	1717	1744	1770	1797	1824	1850	1878	1904	1931	1957	1984	2011	2037	2064	2091	2118.5	2144.5	2171	2199	2226	2252	2279	2306	2333	2360	2385	2413	2440	2467	2495	2522	2548	2574	2601	2627.5	2654	2682	2709.5	2736	2763	2789	2816	2842	2868	2896	2920	2948	2973	3001	3026	3054	3081	3109	3135	3161	3188.5	3216	3242	3269	3297.5	3324	3348.5	3373	3399	3429.5	3456	3483	3509.5	3537	3560.5	3587.5	3616	3641	3667	3695.5	3722	3748	3775	3800	3828.5	3854	3881	3907.5	3937	3962	3988.5	4014	4041.5	4066	4094.5	4121	4146	4173.5	4200	4225	4251	4277	4302	4330.5	4358	4384	4408.5	4432.5	4462.5	4486.5	4512.5	4537	4565.5	4590.5	4614.5	4642	4668.5	4693.5	4720	4749	4778	4801.5	4826.5	4855	4880.5	4907	4931.5	4955.5	4981	5008.5	5033.5	5060.5	5087	5115	5140	5168	5191
Tennessee	5395	5465	5536	5609	5682	5756	5831	5906	5982	6057	6134	6212	6289	6367	6446	6523	6602	6681.5	6760	6840	6919	6999	7078.5	7158	7239	7322	7403	7484	7564.5	7644	7728	7809	7890.5	7972	8053	8136	8216	8299	8380	8464	8545	8628.5	8713	8792	8874.5	8956.5	9039	9121.5	9201	9283	9366.5	9451.5	9537	9618	9696.5	9780	9864	9948	10031.5	10117	10194.5	10276	10359	10441	10528	10606.5	10693	10775.5	10856	10937.5	11024	11104	11188.5	11272	11353.5	11438.5	11517.5	11602	11684.5	11767.5	11849	11932	12022	12101	12183.5	12267	12351	12428	12513	12596	12676.5	12755.5	12839	12919.5	12997.5	13081.5	13159	13246	13326.5	13409	13488	13572	13656	13738	13820	13903	13988	14065	14151	14232.5	14309.5	14393	14478	14559	14639.5	14723	14805.5	14886.5	14969.5	15050	15138.5	15218.5	15293.5	15380	15463	15539	15620.5	15702	15788	15865.5	15949	16026.5	16105	16188.5	16277	16359.5	16439.5	16523.5	16603	16685.5	16767	16852	16931	17013	17092.5	17163	17248	17331.5	17412.5	17495
Texas	24368	24595	24822	25051	25281	25513	25745	25976	26206.5	26441	26676	26910	27143.5	27377	27613	27847	28082	28320	28555	28795	29031	29268	29506.5	29743	29978	30212.5	30452	30691.5	30929.5	31174	31412	31649	31889	32125.5	32363	32602	32846.5	33084.5	33328.5	33568	33810.5	34042	34284.5	34519.5	34755.5	34995.5	35239.5	35477.5	35715	35949	36188	36427.5	36670	36902.5	37146	37386	37633	37867.5	38102	38340.5	38584	38830.5	39072	39310	39539.5	39776	40012.5	40255	40492.5	40735	40972	41216	41452.5	41692	41935.5	42170	42412.5	42650	42883.5	43124.5	43362.5	43600.5	43845	44085.5	44328.5	44566	44803	45052.5	45288	45527	45758.5	45991.5	46234	46477.5	46706.5	46952.5	47193.5	47430.5	47671	47912.5	48151	48390	48627	48868	49099.5	49348.5	49585.5	49822	50066.5	50298	50528	50767.5	51005	51251	51478.5	51726	51964	52195	52429.5	52666	52900	53145.5	53394	53625.5	53868.5	54114	54354.5	54590.5	54836	55068	55299.5	55540	55774.5	56024.5	56258	56502.5	56740	56980.5	57220.5	57451.5	57686.5	57920.5	58159	58391.5	58619.5	58847	59111.5	59350	59586.5	59806
Utah	1039	1055	1071	1087	1104	1121	1138	1155	1172	1190	1207	1225	1242	1261	1280	1298	1316	1334	1351	1370	1388	1406	1425	1443	1460.5	1480	1497	1516	1535	1553	1572	1591	1609	1629	1649	1666	1684	1704	1722	1742	1761	1779	1797	1816	1835	1855	1873	1892	1911	1931	1948.5	1967	1986	2006	2025	2044	2063.5	2082	2101	2119	2139	2157.5	2177	2195	2214	2232	2249.5	2269	2288	2308	2327	2346	2366.5	2385	2404	2422	2441	2462	2482	2500.5	2518.5	2537	2557	2575	2592.5	2611	2630.5	2649	2668	2688	2707	2725	2744	2763	2783	2802.5	2821	2840	2858	2877	2897	2916	2934.5	2953	2972	2991	3009.5	3028	3048	3065	3084	3101	3120.5	3140.5	3157	3176	3196	3213.5	3233	3252	3270.5	3290	3309	3328	3347.5	3367.5	3385	3403	3423	3441	3460.5	3481	3498	3518.5	3538	3556	3575	3595.5	3616	3633	3652	3669.5	3689	3709	3726.5	3745	3764	3782.5	3801	3822.5
Vermont	96	99	102	105	108	111	113	116	119	123	126	129	132	135	138	142	144.5	148	151	154	157	160	163.5	167	170	173	176	179	182	186	189	192	195	199	202	205	208	211	215	218	221	224	228	231	234	237	241	244	247	250	253	256.5	260	263	266	270	273	277	280	284	287	291	294	296.5	300	303	306	310	313	316	319	323	325.5	329	332	336	339	342	345	349	352	356	359	362	365.5	369	372.5	376	379	382	386	389	392	395	399	401.5	405	409	412	415.5	418	421	424.5	428.5	432	435	438	441	444	448	451	455	459	462	465	468	472	475	478	481.5	484.5	487	490	493	497	500	503	507	510	513	516	520	523	526	529.5	533	536	539.5	542	546.5	549.5	553.5	557	560	563	566	570	573	577	580
Virginia	4410	4449	4488	4527	4567	4606	4644	4684	4721	4758	4795	4833	4870	4908	4943	4979	5018	5053	5089	5125	5158	5194	5227.5	5262	5296	5330.5	5366	5400	5435.5	5471	5507	5540	5575	5608.5	5643	5677	5710	5741.5	5775	5808	5843	5875	5905.5	5937.5	5969.5	6003	6034	6069	6101.5	6134	6166	6200	6229.5	6262	6292.5	6323	6355	6391	6422.5	6452	6482	6515	6548	6576	6605.5	6638.5	6669.5	6698.5	6728	6759.5	6791.5	6822.5	6854	6885.5	6916	6944	6975	7009	7037	7064.5	7095.5	7127.5	7159	7188	7217	7248	7278.5	7305.5	7336.5	7371	7397.5	7426.5	7457.5	7489.5	7523.5	7549.5	7582.5	7612.5	7642.5	7673.5	7704.5	7732.5	7763	7793.5	7825	7854.5	7883.5	7912	7944	7971	8002.5	8031.5	8058.5	8092	8117.5	8151.5	8183	8209	8243	8271	8304.5	8337.5	8366	8395	8425.5	8451.5	8483.5	8513	8546.5	8581	8605.5	8637.5	8668.5	8700.5	8731.5	8762.5	8790	8821	8851	8880.5	8913.5	8936.5	8964.5	8993.5	9025.5	9054.5	9083.5	9113.5	9145	9175
Washington	2911	2944	2976	3008	3039	3071	3102	3132	3162	3192	3222	3251.5	3279	3309	3337	3365	3393	3421	3448	3475	3502	3529	3557	3584	3612	3638	3666	3690	3716	3742	3769	3795	3820	3845	3870	3897	3921	3944.5	3970.5	3994	4021	4044.5	4068.5	4092.5	4116	4139	4163.5	4187	4212	4236	4261	4284	4307	4331	4354	4379	4402	4424	4448	4471	4495	4519	4541	4564	4587.5	4607.5	4632	4654.5	4676.5	4700	4724	4748	4769	4792	4816	4836.5	4860.5	4883.5	4906	4927	4948	4970	4993.5	5016.5	5042	5062	5087	5110	5134	5153.5	5175.5	5199	5221	5244	5267	5288	5312	5337.5	5358	5380.5	5405	5424	5448.5	5470.5	5492.5	5514	5537	5558	5582	5602	5624	5646.5	5669	5692.5	5711.5	5733.5	5758	5779	5805	5825	5845	5870	5892	5913	5933.5	5955.5	5976.5	6003	6021.5	6044	6066	6088	6110.5	6132.5	6153	6178	6201	6220.5	6243	6265	6285.5	6308.5	6330	6353	6373	6396.5	6418	6439.5	6465	6486
WestVirginia	958	977	997	1017	1038	1058	1078	1098	1117	1137	1158	1178	1198	1218	1238	1258	1279	1299	1319	1340	1360	1381	1401	1421	1441	1461	1482	1502	1522	1543	1563	1583	1603	1624	1644	1663	1683	1704	1723	1744	1763	1783	1804	1825	1844.5	1866	1886	1906	1924	1946	1966	1987	2006	2025	2047	2068.5	2089	2108.5	2130	2151	2170	2190	2210	2229	2250	2269	2289	2309	2330	2351.5	2370	2389	2410	2430	2453	2472	2492	2514.5	2532	2552	2572.5	2592	2610	2630	2651	2670	2689	2710	2731	2749.5	2768.5	2789	2810	2829	2851	2872	2891.5	2912.5	2933.5	2953.5	2974.5	2992	3013	3032	3051.5	3071	3092	3111	3130.5	3151.5	3172.5	3192	3211.5	3230	3250	3271	3293.5	3313	3333.5	3353.5	3372	3392	3412	3432.5	3453	3471	3491	3511	3528.5	3549.5	3572.5	3589.5	3610	3628	3646.5	3668	3689	3710	3728.5	3749	3766	3786	3804	3825.5	3844	3866	3885	3905	3924	3944
Wisconsin	4344	4422	4501.5	4581	4659	4739	4819	4898	4977	5056	5135	5217	5296	5375	5454	5533	5613	5693	5774	5854	5933	6014	6093	6175	6253	6332	6411	6490	6570	6648	6728.5	6808.5	6886	6964	7046	7125.5	7203	7279	7359.5	7437	7518	7596.5	7676.5	7754.5	7833.5	7915	7992	8068	8150	8224	8304.5	8383.5	8461	8539.5	8621	8694.5	8774	8853	8931.5	9015	9094	9173	9255.5	9335	9415	9491.5	9571.5	9646	9727.5	9808.5	9887.5	9966.5	10045.5	10124.5	10207	10283.5	10363.5	10444	10520	10602.5	10675.5	10760	10836.5	10914	10998.5	11075	11151.5	11223.5	11304.5	11383.5	11456	11542.5	11629.5	11708	11784.5	11859	11932	12011	12089.5	12168.5	12241.5	12324	12395.5	12484	12555	12633.5	12705.5	12785	12868	12948.5	13029.5	13103.5	13186.5	13257.5	13335.5	13414.5	13489	13563	13648.5	13728.5	13806	13885.5	13960.5	14036.5	14112	14192	14272	14344.5	14426.5	14505	14582	14658.5	14737.5	14810	14886.5	14962	15045	15119.5	15198	15273	15352	15431	15509.5	15592.5	15671	15750.5	15828	15903.5	15980.5	16060.5
Wyoming	329	337	346	356	365	374	384	393	403	413	423	433	443	453	463	473	483	494	504	515	525	536	546	557	568	578	588	600	610	621	632	642	654	665	676	687	698	709	720	730	742	753	765	776	787	798.5	810	821	833	844	855	866	877	887	899.5	910	921	933	944	955	966	978	988	1000	1011	1022	1033	1045	1057	1068	1079	1091	1101.5	1113	1125	1136	1148	1158.5	1170.5	1182	1194	1203	1215	1226.5	1237.5	1249	1261	1271.5	1282	1292.5	1304	1316	1328	1338.5	1351	1363	1374	1384	1395	1406	1417	1428	1440	1451	1461.5	1474	1487	1497.5	1509	1520	1532	1544	1555	1567	1579	1589	1602	1612.5	1623	1634	1647	1657	1667	1677	1689	1699	1711	1722	1733	1743	1756	1766	1775	1788	1800.5	1811.5	1823	1833	1844.5	1855	1866.5	1876	1889	1899.5	1913	1924	1936.5	1947.5	1958.5	1969
UnitedState	296641	299658.5	302688	305725	308747	311770	314779	317765	320746	323730.5	326718	329692	332660	335626.5	338591	341540.5	344489.5	347405	350329	353242.5	356164.5	359059	361967.5	364874.5	367738	370646.5	373526.5	376386.5	379260	382098.5	384949	387807.5	390685	393503	396359.5	399178	401992	404802.5	407610	410499.5	413356	416152.5	419003.5	421816.5	424623	427402.5	430220.5	433013.5	435829	438577	441364	444124	446893	449652	452450.5	455215.5	457946.5	460725	463497	466309.5	469087	471824	474554.5	477284.5	480011	482809.5	485523.5	488275	490988	493756.5	496480	499252	501940.5	504683	507456.5	510219	512924.5	515658.5	518428	521139.5	523878.5	526620.5	529401	532071.5	534786.5	537467.5	540186.5	542926.5	545695.5	548401.5	551129	553886	556622	559353	562005	564769.5	567535.5	570226	572924	575666.5	578442.5	581102.5	583842.5	586584	589353	592089	594800	597549.5	600264.5	602977.5	605702.5	608438.5	611151.5	613847	616539	619248	621915	624589.5	627274.5	630004.5	632740.5	635472	638190	640853	643544	646289	648949	651692	654406	657050	659790.5	662488	665153.5	667877.5	670530.5	673208	675910.5	678567.5	681232	683916	686685	689375.5	692072	694785	697450	700092.5	702797	705521	708244.5	710945.5
